곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
Summer Days, Martin Garrix & Macklemore & Fall Out Boy, , , , 10459746, 15021, 2019.04.25, STMPD RCRDS B.V. Exclusively Licensed To Epic Amsterdam &  Netherlands B.V, Sony Music, POP / 일렉트로니카, 02:44
Better Now, Post Malone, , , , 12427207, 16219, 2018.04.27, Universal Records, Universal Music, POP / 랩/힙합, 03:51
Lost Stars (영화 비긴 어게인 OST), Maroon 5, , , , 22308184, 20784, 2014.09.01, Interscope Records, Universal Music, POP / 락, 04:27
The Middle, Zedd & Grey & Maren Morris, , , , 15871123, 19297, 2018.07.19, Interscope Records, Universal Music, POP / 일렉트로니카, 03:05
All Is Found, Evan Rachel Wood, , , , 6636634, 6821, 2019.11.16, Walt Disney Records, Universal Music, OST / 애니메이션/게임, 02:05
Myself, Post Malone, , , , 8036953, 12012, 2019.09.06, Republic Records a division of UMG Recordings Inc, Universal Music, POP / 랩/힙합, 02:38
wish you were gay, Billie Eilish, , , , 11500613, 17561, 2019.03.04, Darkroom &  Interscope Records, Universal Music, POP / 락, 03:42
What Lovers Do (Feat. SZA), Maroon 5, , , , 38593848, 27910, 2017.08.30, 17 Interscope Records, Universal Music, POP / 팝, 03:20
right here, Keshi, , , , 6499042, 12863, 2019.09.24, Island Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 락, 03:15
Acid Dreams, MAX & Felly, , , , 6723259, 14266, 2019.07.19, Colour Vision Records &  Sony Music Entertainment, Sony Music, POP / 팝, 03:04
Intentions (Feat. Quavo), Justin Bieber, , , , 6557907, 9382, 2020.02.14, Def Jam Recordings &  a division of UMG Recordings &  Inc, Universal Music, POP / 팝, 03:33
IDGAF, Dua Lipa, , , , 16114030, 20613, 2017.06.02, Warner Records, 워너뮤직, POP / 팝, 03:38
everything i wanted, Billie Eilish, , , , 5821437, 10378, 2019.11.13, Darkroom &  Interscope Records, Universal Music, POP / 락, 04:05
Changes, Lauv, , , , 6969435, 12547, 2020.01.02, 뮤직테이블, NHN벅스, POP / 팝, 02:40
I.F.L.Y., Bazzi, , , , 7465861, 15226, 2019.08.09, iamcosmic, 워너뮤직, POP / 팝, 02:46
Supalonely (Feat. Gus Dapperton), BENEE, , , , 5583852, 11330, 2019.11.15, Republic Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 락, 03:44
넘쳐흘러, 엠씨더맥스 (M.C the MAX), 한경수 & 최한솔 & CR KIM, 이수 (엠씨더맥스), 최한솔 & 한경수, 72666980, 36359, 2019.01.02, 325 이엔씨, 카카오엔터테인먼트, 가요 / 발라드, 04:07
벌써 12시, 청하, 블랙아이드필승 & 전군, 블랙아이드필승 & 전군, 라도, 64454978, 36799, 2019.01.02, MNH Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 03:42
달라달라, ITZY (있지), 별들의전쟁 * (GALACTIKA *) & 아테나 (GALACTIKA *), 별들의전쟁 * (GALACTIKA *), GALACTIKA, 70884991, 37355, 2019.02.12, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:20
180도, 벤, VIP, VIP, VIP, 58766335, 32712, 2018.12.07, 메이저나인, 지니뮤직, 가요 / 발라드, 03:49
신용재, 하은 (포맨), VIP, VIP & 하은 (포맨), VIP, 53106095, 28195, 2018.11.06, 인디안레이블, 지니뮤직, 가요 / 발라드, 03:34
이 노래가 클럽에서 나온다면, 우디 (Woody), 우디 (Woody), 우디 (Woody), 김동휘, 54645911, 32363, 2019.01.23, 인디안레이블, 지니뮤직, 가요 / 인디, 03:39
나만 봄, 볼빨간사춘기, 안지영 & 바닐라맨 (바닐라 어쿠스틱), 안지영, 바닐라맨 (바닐라 어쿠스틱), 61836713, 39891, 2019.04.02, 쇼파르뮤직, NHN벅스, 가요 / 인디, 03:37
SOLO, 제니 (JENNIE), TEDDY & 24, TEDDY, 24, 60397516, 37067, 2018.11.12, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 02:50
내 생에 아름다운, 케이윌 (K.Will), 진민호, 하나, 진민호, 70971474, 44811, 2018.10.23, 뮤직앤뉴 &  스튜디오앤뉴, 뮤직앤뉴, OST / 드라마, 04:01
YES or YES, TWICE (트와이스), David Amber & Andy Love, 심은지, David Amber, 63400012, 33525, 2018.11.05, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:58
아낙네, MINO (송민호), MINO (송민호) & FUTURE BOUNCE & TEXU, MINO (송민호), FUTURE BOUNCE & TEXU, 51962655, 31464, 2018.11.26, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:28
삐삐, 아이유 (IU), 이종훈, 아이유 (IU), 이채규, 80847309, 54702, 2018.10.10, 카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / R&B/소울, 03:15
FANCY, TWICE (트와이스), 블랙아이드필승 & 전군, 블랙아이드필승 & 전군, 라도, 57162978, 32154, 2019.04.22, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:34
사계 (하루살이), 엠씨더맥스 (M.C the MAX), CR KIM & 김수빈 & 조세희 & 강민훈, 이수 (엠씨더맥스), CR KIM & 김수빈 & 조세희 & 강민훈, 54038315, 30434, 2019.01.02, 325 이엔씨, 카카오엔터테인먼트, 가요 / 발라드, 04:17
솔직하게 말해서 나, 김나영, 한상원 & 이진성 (먼데이 키즈/Monday Kiz) & 이도형 (AUG), 김나영 & 김세진, 이도형 (AUG) & 정수완, 56112242, 36906, 2019.06.09, 네버랜드엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:21
너도 그냥 날 놓아주면 돼, 윤건, 윤건, 윤건 & 김상현, 윤건 & 곽은정, 42387668, 30813, 2018.11.29, 센토엔터테인먼트, 지니뮤직, 가요 / 발라드, 04:09
헤어져줘서 고마워, 벤, VIP, VIP, VIP, 51808538, 32652, 2019.07.03, 메이저나인, 지니뮤직, 가요 / 발라드, 04:14
당신과는 천천히, 장범준, 장범준, 장범준, 장범준 & 이규형 & 전영호 & 황인현, 45044406, 27639, 2019.03.21, ㈜버스커버스커, 카카오엔터테인먼트, 가요 / 락, 04:00
고백, 양다일, 정키(Jung Key) & Tomajo, 정키(Jung Key), Humbert, 57175451, 34338, 2018.10.15, 브랜뉴뮤직 (Brand New Music), 카카오엔터테인먼트, 가요 / 발라드, 03:31
가을 타나 봐, 바이브, 류재현, 류재현 & 민연재, 류재현 & 전용준, 67529432, 38040, 2018.09.18, 메이저나인, 지니뮤직, 가요 / 발라드, 03:52
멍청이 (twit), 화사 (Hwa Sa), Dokkun (김도훈) & 박우상 & 화사 (Hwa Sa), Dokkun (김도훈) & 박우상 & 화사 (Hwa Sa), Dokkun (김도훈) & 박우상, 43860937, 27253, 2019.02.13, (주)RBW, 카카오엔터테인먼트, 가요 / 댄스, 03:11
Kill This Love, BLACKPINK, TEDDY & R.Tee & 24 & Bekuh BOOM, TEDDY & Bekuh BOOM, TEDDY & R.Tee & 24, 50214266, 30296, 2019.04.05, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:09
열애중, 벤, VIP, VIP, VIP, 71096450, 43371, 2018.05.08, 메이저나인, 지니뮤직, 가요 / 발라드, 04:31
이별하러 가는 길, 임한별, 임한별 & 추대관 (MonoTree), 임한별 & 박지연 (MonoTree), 추대관 (MonoTree), 51939300, 31462, 2018.09.13, 모스트웍스, 카카오엔터테인먼트, 가요 / 발라드, 05:07
띵 (Prod. by 기리보이), Jvcki Wai & 양홍원 & Osshun Gum & 한요한, 기리보이 & Jvcki Wai, Jvcki Wai & 양홍원 & Osshun Gum & 한요한, 기리보이, 39030537, 24430, 2019.01.13, 인디고뮤직 &  딩고뮤직, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:47
지나오다, 닐로 (Nilo), 닐로 (Nilo), 닐로 (Nilo), 닐로 (Nilo) & 리베 피아노, 95939745, 58816, 2017.10.31, 닐로 컴퍼니, 주식회사 루미넌트엔터테인먼트, 가요 / 발라드, 04:41
별 보러 갈래?, 볼빨간사춘기, 안지영 & 바닐라맨 (바닐라 어쿠스틱), 안지영, 바닐라맨 (바닐라 어쿠스틱), 40032301, 25708, 2019.04.02, 쇼파르뮤직, NHN벅스, 가요 / 인디, 03:21
사월이 지나면 우리 헤어져요 (Beautiful goodbye), 첸 (CHEN), Jisoo Park (153/Joombas) & MooF (153/Joombas), Jisoo Park (153/Joombas), MooF (153/Joombas), 47825379, 35201, 2019.04.01, SM ENTERTAINMENT, Dreamus, 가요 / 발라드, 04:30
Snapping, 청하, 박우상, 소라 & 박우상, 박우상 & 한재완, 38644781, 25604, 2019.06.24, MNH Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 03:33
IDOL, 방탄소년단, PDOGG & Supreme Boi & 'Hitman' Bang & Ali Tamposi & Roman Campolo & RM, PDOGG & Supreme Boi & 'Hitman' Bang & Ali Tamposi & Roman Campolo & RM, , 76521046, 63945, 2018.08.24, BIGHIT MUSIC, YG PLUS, 가요 / 랩/힙합, 03:43
미안해, 양다일, Tomajo & 박찬 & 정키(Jung Key), 양다일 & Tomajo & 박찬 & 정키(Jung Key), DOKO (도코) & 박찬 & Tomajo & 정키(Jung Key), 67650641, 46519, 2017.12.29, 브랜뉴뮤직 (Brand New Music), 카카오엔터테인먼트, 가요 / R&B/소울, 03:49
그건 아마 우리의 잘못은 아닐 거야, 백예린 (Yerin Baek), 백예린 (Yerin Baek) & 구름 (Cloud), 백예린 (Yerin Baek) & 구름 (Cloud), 구름 (Cloud), 40210545, 37571, 2019.03.18, (주)JYP엔터테인먼트, Dreamus, 가요 / R&B/소울, 03:53
흔한 이별, 허각, 룩원 (LOOGONE), 룩원 (LOOGONE), 룩원 (LOOGONE), 35147639, 21197, 2018.11.28, 플랜에이 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:12
하루도 그대를 사랑하지 않은 적이 없었다, 임창정, 임창정 & 멧돼지 & 신형섭, 임창정, 임창정 & 멧돼지, 64554760, 38762, 2018.09.19, YES IM ENTERTAINMENT, 카카오엔터테인먼트, 가요 / 발라드, 04:03
Goodbye, 박효신, 박효신 & 정재일, 박효신 & 김이나, 정재일, 43630347, 37054, 2019.05.06, (주)글러브엔터테인먼트, Dreamus, 가요 / 발라드, 04:48
신청곡 (Feat. SUGA of BTS), 이소라, 타블로 & SUGA, , 타블로 & DEE.P, 37934994, 43165, 2019.01.22, 에르타알레, NHN벅스, 가요 / 발라드, 04:41
취하고 싶다 (Prod. by 전태익), 황인욱, , , , 44814458, 27430, 2017.07.28, 하우엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:44
MILLIONS, WINNER, 강승윤 & 강욱진 & Diggy, 강승윤 & MINO (송민호) & 이승훈, 강욱진 & Diggy, 38971192, 29178, 2018.12.19, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:28
고고베베 (gogobebe), 마마무(Mamamoo), 김건모 & Dokkun (김도훈), Dokkun (김도훈) & 솔라 (마마무) & 문별 (마마무), Dokkun (김도훈), 33001250, 21178, 2019.03.14, (주)RBW, 카카오엔터테인먼트, 가요 / 댄스, 03:16
Dance The Night Away, TWICE (트와이스), Anne Judith Stokke Wik & Jonatan Gusmark & Ludvig Evers a.k.a Moonshine & Cazzi Opeia & 오승은 & Andreas Baertels, 휘성 (Realslow), Jonatan Gusmark & Ludvig Evers a.k.a Moonshine, 72340852, 39015, 2018.07.09, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:01
Good Day (Feat. 팔로알토) (Prod. by 코드 쿤스트), pH-1 & 키드밀리 (Kid Milli) & 루피 (Loopy), 팔로알토 (Paloalto) & pH-1 & 키드밀리 (Kid Milli) & 루피 (Loopy), , 코드 쿤스트 (CODE KUNST) & 팔로알토 (Paloalto) & pH-1 & 키드밀리 (Kid Milli) & 루피 (Loopy), 52900494, 35331, 2018.10.06, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 04:27
잘 지내요, 정승환, 이진아, 정승환, 이진아, 55405903, 37067, 2018.09.11, JS MUSIC, 카카오엔터테인먼트, OST / 드라마, 03:48
그날처럼, 장덕철, 덕인 & 장중혁 (장덕철), 덕인, 장중혁 (장덕철) & Harry, 96423334, 54373, 2017.11.28, 리메즈, 카카오엔터테인먼트, 가요 / 발라드, 03:53
너는 어땠을까, 노을, 정키(Jung Key), 정키(Jung Key), 박찬, 38010747, 27819, 2018.11.05, 씨제스 엔터테인먼트 (C-JeS Entertainment), 카카오엔터테인먼트, 가요 / 발라드, 04:22
첫눈에, 헤이즈 (Heize), 다비 (DAVII), 헤이즈 (Heize), 다비 (DAVII), 27795759, 16972, 2018.12.14, 스톤뮤직 엔터테인먼트 &  Studio blu, 지니뮤직, 가요 / R&B/소울, 03:26
진심이 담긴 노래 (True Song), 케이시 (Kassy), 조영수, 케이시 (Kassy), 조영수 & 한길, 34254313, 29442, 2019.03.28, 넥스타 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:31
대충 입고 나와, 우디 (Woody), 우디 (Woody) & 로브 (Lo.ve), 우디 (Woody), 송호일, 31756699, 21768, 2019.05.29, 인디안레이블, 지니뮤직, 가요 / 인디, 03:26
초록빛, 폴킴, 폴킴, 폴킴, Joseph K & 도니제이 (Donnie J), 35473863, 27295, 2019.01.17, 뉴런뮤직, 카카오엔터테인먼트, 가요 / 발라드, 03:46
길 (Song by 아이유 & 헨리 & 조현아 & 양다일), 지오디 (god), J.Y. Park 'The Asiansoul', , J.Y. Park 'The Asiansoul', 30672135, 28649, 2019.01.10, ㈜아이에이치큐 (iHQ) &  god, 카카오엔터테인먼트, 가요 / 발라드, 04:29
봄 (Feat. 산다라박), 박봄 (Park Bom), 용감한형제 & 차쿤, , 용감한형제 & 차쿤  & 레드쿠키, 29097427, 21073, 2019.03.13, 블루피셔, 3.14, 가요 / R&B/소울, 04:03
가을밤 떠난 너, 케이시 (Kassy), 조영수, 케이시 (Kassy) & 조영수, 한길 & 조영수, 46052817, 34454, 2019.09.05, 넥스타 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 04:14
술이 달다 (Feat. Crush), 에픽하이 (EPIK HIGH), 타블로 & 미쓰라, , 타블로 & DJ 투컷, 27696899, 21179, 2019.03.11, OURS Co., 지니뮤직, 가요 / 랩/힙합, 04:11
뚜두뚜두 (DDU-DU DDU-DU), BLACKPINK, TEDDY & 24 & R.Tee & Bekuh BOOM, TEDDY, TEDDY & 24 & R.Tee, 88003069, 49990, 2018.06.15, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:29
인사, 멜로망스 (MeloMance), 정동환 (멜로망스), 김민석 (멜로망스), 정동환 (멜로망스), 32417483, 21837, 2019.07.09, 민트페이퍼 &  광합성, 카카오엔터테인먼트, 가요 / 발라드, 03:41
Love Shot, EXO, Mike Woods & Kevin White & Andrew Bazzi & Anthony Russo & MZMC, 조윤경 & 찬열 (CHANYEOL) & 첸 (CHEN), Rice n' Peas, 42399377, 27341, 2018.12.13, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:20
습관 (Bad Habits), 숀 (SHAUN), 숀 (SHAUN), Mr. Black, 숀 (SHAUN), 25889281, 15820, 2019.01.01, 디씨톰엔터테인먼트, 워너뮤직, 가요 / 일렉트로니카, 03:33
flex (Prod. by 기리보이), 기리보이 & 키드밀리 (Kid Milli) & NO:EL & 스윙스, 기리보이, 기리보이 & 키드밀리 (Kid Milli) & NO:EL & 스윙스 (Swings), 기리보이, 40504951, 27829, 2018.07.31, 인디고뮤직 &  딩고뮤직, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:46
가을 안부, 먼데이 키즈 (Monday Kiz), 이진성 (먼데이 키즈/Monday Kiz) & 한상원 & 이도형 (AUG), 강은경, 이도형 (AUG), 63207150, 39112, 2017.10.14, 먼데이키즈 컴퍼니, 카카오엔터테인먼트, 가요 / 발라드, 05:03
Roller Coaster, 청하, 블랙아이드필승 & 전군, 블랙아이드필승 & 전군, 라도, 68887968, 40537, 2018.01.17, MNH Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 03:33
내 목소리 들리니, 벤, 로코베리, 지훈 & 박세준, 로코베리, 33807073, 22776, 2019.08.11, 냠냠엔터테인먼트, Dreamus, OST / 드라마, 04:32
Done For Me, 펀치 (Punch), 이승주, 지훈, 이승주 & 최인환, 34008752, 27723, 2019.08.18, 냠냠엔터테인먼트, Dreamus, OST / 드라마, 03:52
비가 내리는 날에는, 윤하 (YOUNHA), DOKO (도코), DOKO (도코), DOKO (도코) & 사승호, 32004667, 28713, 2019.07.02, C9엔터테인먼트(얼라이브), 카카오엔터테인먼트, 가요 / 발라드, 03:32
ICY, ITZY (있지), J.Y. Park 'The Asiansoul' & Cazzi Opeia & Ellen Berg & Daniel Caesar & Ludwig Lindell & Ashley Alisha (153/Joombas) & Cameron Neilson (153/Joombas) & Lauren Dyson, J.Y. Park 'The Asiansoul' & 페노메코 (PENOMECO), J.Y. Park 'The Asiansoul' & 이해솔, 34488049, 21732, 2019.07.29, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:11
누구 없소 (NO ONE) (Feat. B.I of iKON), 이하이, 김민구 & B.I & 윤명운, , 강욱진 & Diggy & 김민구 & 윤명운, 24660465, 15965, 2019.05.30, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:15
BAND, 창모 & Hash Swan & ASH ISLAND & 김효은, CASHBANGER, 창모 (CHANGMO) & Hash Swan & ASH ISLAND & 김효은, CASHBANGER, 42252360, 27943, 2019.06.08, Ambition Musik, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 04:06
오늘 밤에, 홍진영, 조영수 & 이유진, 조영수 & 안영민, 조영수 & 이유진, 33857576, 19999, 2019.03.08, 뮤직K, 카카오엔터테인먼트, 가요 / 트로트, 03:01
You, 멜로망스 (MeloMance), 신영웅, 신영웅, 정동환 (멜로망스), 72873320, 45501, 2018.01.22, JTBC, 엠피엠지 뮤직, 가요 / 발라드, 04:32
나의 어깨에 기대어요, 10CM, 이승주 & 최인환, 지훈 & 박세준, 이승주 & 최인환, 40688565, 30571, 2019.07.20, 냠냠엔터테인먼트, Dreamus, OST / 드라마, 03:31
Bohemian Rhapsody, Queen, , , , 20530877, 19094, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 05:55
Prince Ali, Will Smith, , , , 11373217, 9788, 2019.05.22, Walt Disney Records, Universal Music, OST / 해외영화, 03:30
Arabian Nights (2019), Will Smith, , , , 10561365, 8923, 2019.05.22, Walt Disney Records, Universal Music, OST / 해외영화, 03:13
Paris, The Chainsmokers, , , , 25662934, 25538, 2017.04.07, Disruptor Records &  Columbia Records, Sony Music, POP / 팝, 03:42
Feels (Feat. Pharrell Williams & Katy Perry & Big Sean), Calvin Harris, , , , 21815178, 28691, 2017.06.30, Sony Music Entertainment UK Limited, Sony Music, POP / 팝, 03:43
Friend Like Me, Will Smith, , , , 8135697, 7146, 2019.05.22, Walt Disney Records, Universal Music, OST / 해외영화, 02:36
Come Out And Play, Billie Eilish, , , , 12714863, 22593, 2018.11.20, Darkroom &  Interscope Records, Universal Music, POP / 락, 03:30
Side To Side (Feat. Nicki Minaj), Ariana Grande, , , , 18870113, 18329, 2016.04.01, Republic Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 팝, 03:46
Bellyache, Billie Eilish, , , , 9784430, 14195, 2017.02.24, Darkroom &  Interscope Records, Universal Music, POP / 팝, 02:59
Somebody To Love, Queen, , , , 8190645, 5888, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 04:56
I'm The One (Feat. Justin Bieber & Quavo & Chance the Rapper & Lil Wayne), DJ Khaled, , , , 18227801, 24575, 2017.06.23, Epic &  We The Best, Sony Music, POP / 랩/힙합, 04:49
There For You, Martin Garrix & Troye Sivan, , , , 15163427, 21296, 2017.05.26, STMPD RCRDS B.V. Exclusively Licensed To Epic Amsterdam &  A Divison Of Sony Music Entertainment Netherlands B.V, Sony Music, POP / 일렉트로니카, 03:42
New Rules, Dua Lipa, , , , 17666621, 20504, 2017.06.02, Warner Records, 워너뮤직, POP / 팝, 03:29
That's What I Like, Bruno Mars, , , , 23305379, 26046, 2016.11.18, Atlantic Records, 워너뮤직, POP / 팝, 03:27
Radio Ga Ga (Live Aid), Queen, , , , 6837491, 4647, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 04:06
How Long, Charlie Puth, , , , 15024551, 20808, 2018.05.11, Artist Partners, 워너뮤직, POP / 팝, 03:18
Samsara (Feat. Emila), Tungevaag & Raaban, , , , 25299898, 24295, 2015.02.23, RCA Records Label, Sony Music, POP / 일렉트로니카, 03:32
Mama (Feat. William Singe), Jonas Blue, , , , 11826661, 15087, 2017.05.05, 17 Jonas Blue Music &  under exclusive license to Virgin EMI Records &  a division of Universal Music Operations Ltd, Universal Music, POP / 일렉트로니카, 03:04
Sunday Morning, Maroon 5, , , , 22521664, 20414, 2005.05.02, , Universal Music, POP / 락, 04:02
Lullaby (LG Q7 광고 삽입곡), Sigala & Paloma Faith, , , , 10004936, 13274, 2018.02.23, Ministry of Sound Recordings, Sony Music, POP / 일렉트로니카, 03:24
Uptown Funk (Feat. Bruno Mars), Mark Ronson, , , , 31473579, 29348, 2014.11.10, Columbia, Sony Music, POP / 팝, 04:31
Everglow, Coldplay, , , , 16347274, 26104, 2015.12.04, Parlophone UK, 워너뮤직, POP / 락, 04:43
The Spectre, Alan Walker, , , , 13003300, 14827, 2017.09.15, MER Sweden AB, Sony Music, POP / 일렉트로니카, 03:14
Let Me Love You (Feat. Justin Bieber), DJ Snake, , , , 16347258, 18087, 2016.08.05, DJ Snake Music &  under exclusive license to Interscope Records, Universal Music, POP / 일렉트로니카, 03:26
Hello, Adele, , , , 33038588, 31812, 2015.10.23, XL Recordings, Beggars Group Digital Limited, POP / R&B/소울, 04:56
Done For Me, Kehlani & Charlie Puth, , , , 10860868, 16972, 2018.05.11, Artist Partners, 워너뮤직, POP / 팝, 03:17
If I Can't Have You, Shawn Mendes, , , , 8845974, 17854, 2019.05.03, Island Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 팝, 03:11
Sunflower (Spider-Man : Into The Spider-Verse), Post Malone & Swae Lee, , , , 10877928, 15418, 2018.12.14, Republic Records a division of UMG Recordings Inc, Universal Music, OST / 애니메이션/게임, 02:38
Symphony (Feat. Zara Larsson), Clean Bandit, , , , 11991474, 19848, 2017.03.17, Atlantic Records UK, 워너뮤직, POP / 팝, 03:33
Photograph, Ed Sheeran, , , , 17145834, 24810, 2014.06.20, Atlantic Records UK, 워너뮤직, POP / 팝, 04:19
Who Do You Love, The Chainsmokers & 5 Seconds of Summer, , , , 6334649, 10872, 2019.12.06, Disruptor Records &  Columbia, Sony Music, POP / 팝, 03:47
Kiss and Make Up, Dua Lipa & BLACKPINK, , , , 7914451, 10937, 2018.10.25, Warner Records, 워너뮤직, POP / 팝, 03:09
We Will Rock You (Movie Mix), Queen, , , , 5539016, 4618, 2018.10.19, Queen Productions Ltd, Universal Music, OST / 해외영화, 02:09
Shallow, Lady Gaga & Bradley Cooper, , , , 11264401, 15500, 2018.10.05, A Star is Born OST, Universal Music, OST / 해외영화, 03:36
Fallin' All In You, Shawn Mendes, , , , 8865385, 17582, 2018.05.25, Island Records, Universal Music, POP / 팝, 03:56
Slide (Feat. Frank Ocean & Migos), Calvin Harris, , , , 11417561, 15782, 2017.06.30, Sony Music Entertainment UK Limited, Sony Music, POP / 팝, 03:51
Love Of My Life, Queen, , , , 6539897, 5331, 2014.01.23, Universal Music Ltd., Universal Music, POP / 팝, 03:39
for him. (Feat. Allday), Troye Sivan, , , , 13101031, 19731, 2016.01.23, Universal Music Australia Pty Ltd., Universal Music, POP / 팝, 03:29
This Is What You Came For (Feat. Rihanna), Calvin Harris, , , , 13767337, 17545, 2016.04.29, Columbia, Sony Music, POP / 팝, 03:42
This Feeling (Feat. Kelsea Ballerini), The Chainsmokers, , , , 6356640, 7647, 2018.12.14, Disruptor Records &  Columbia, Sony Music, POP / 일렉트로니카, 03:18
I'm Not Sorry  (Feat. Eric Bellinger), DEAN, Deanfluenza & Jarah Gibson & Eric Bellinger, , Deanfluenza & 2xxx & Jarah Gibson & Eric Bellinger, 19950098, 23439, 2015.07.30, 유니버설뮤직 &  줌바스 (Universal Music Ltd. &  Joombas Co Ltd.), Universal Music, POP / R&B/소울, 03:29
How to Love (Feat. Sofia Reyes), Cash Cash, , , , 15890630, 25855, 2016.06.24, Big Beat Records, 워너뮤직, POP / 팝, 03:39
Bang Bang, Jessie J & Ariana Grande & Nicki Minaj, , , , 20258551, 16347, 2014.07.29, Universal Music Ltd., Universal Music, POP / 팝, 03:20
사랑을 했다 (LOVE SCENARIO), iKON, B.I & MILLENNIUM & 승, B.I & BOBBY & 못말, MILLENNIUM, 92095221, 72546, 2018.01.25, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:30
뿜뿜, MOMOLAND (모모랜드), 신사동호랭이 & BXN, 신사동호랭이 & BXN, 신사동호랭이, 66236495, 35247, 2018.01.03, (주)엠엘디엔터테인먼트 &  카카오엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:29
주지마, 로꼬 & 화사 (Hwa Sa), WOOGIE & 로꼬 & 화사 (Hwa Sa), 로꼬 & 화사 (Hwa Sa), WOOGIE, 68162838, 42692, 2018.04.21, KBS (한국방송공사), 지니뮤직 &  Stone Music Entertainment, 가요 / 발라드, 03:52
그때 헤어지면 돼, 로이킴, 로이킴, 로이킴, 강화성, 61310737, 44824, 2018.02.12, Stone Music Entertainment &  MMO Entertainment, 지니뮤직, 가요 / 발라드, 04:09
별이 빛나는 밤, 마마무(Mamamoo), Dokkun (김도훈) & 박우상, Dokkun (김도훈) & 박우상 & 문별 (마마무), Dokkun (김도훈) & 박우상, 58329780, 36641, 2018.03.07, (주)RBW, 카카오엔터테인먼트, 가요 / 댄스, 03:31
What is Love?, TWICE (트와이스), J.Y. Park 'The Asiansoul', J.Y. Park 'The Asiansoul', 이우민 'Collapsedone', 58784246, 50479, 2018.04.09, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:28
Bad Boy, Red Velvet (레드벨벳), The Stereotypes & Maxx Song & Whitney Phillips & 유영진, 제이큐 (JQ) & 문서울, The Stereotypes, 46599138, 35539, 2018.01.29, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:31
소나기 (Feat. 10cm), 용준형, 용준형, , Good Life, 47832898, 37946, 2018.03.22, 어라운드 어스, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:25
꽃 길, BIGBANG (빅뱅), G-DRAGON & The Fliptones, G-DRAGON & T.O.P, G-DRAGON & The Fliptones, 47331785, 38263, 2018.03.13, (주)YG엔터테인먼트, YG PLUS, 가요 / R&B/소울, 03:49
밤 (Time for the moon night), 여자친구 (GFRIEND), 노주환 & 이원종, 노주환, 노주환 & 이원종, 54388195, 37449, 2018.04.30, 쏘스뮤직, 카카오엔터테인먼트, 가요 / 댄스, 03:47
Forever Young, BLACKPINK, TEDDY & FUTURE BOUNCE, TEDDY, TEDDY & FUTURE BOUNCE & R.Tee, 58224605, 38124, 2018.06.15, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:57
FAKE LOVE, 방탄소년단, PDOGG & 'Hitman' Bang & RM, PDOGG & 'Hitman' Bang & RM, , 72387855, 66289, 2018.05.18, BIGHIT MUSIC, YG PLUS, 가요 / 랩/힙합, 04:02
