곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
시간을 달려서 (Rough), 여자친구 (GFRIEND), 임수호 & 용배, 임수호 & 용배, 임수호 & 용배, 53580651, 33523, 2016.01.25, 쏘스뮤직, 카카오엔터테인먼트, 가요 / 댄스, 03:29
너는 나 나는 너, 지코 (ZICO), 지코 (ZICO) & PEEJAY, 지코 (ZICO), 지코 (ZICO) & PEEJAY, 34285857, 26430, 2016.01.25, 세븐시즌스, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 03:33
Dream (Prod. by 박근태), 수지 (Suzy) & 백현 (BAEKHYUN), , , , 37468148, 45262, 2016.01.07, 미스틱엔터테인먼트 &  중앙ICS &  (주)SM엔터테인먼트 &  (주)JYP엔터테인먼트, 카카오엔터테인먼트, 가요 / R&B/소울, 03:43
같은 곳에서, 소녀온탑, , , , 19338385, 17096, 2016.03.19, Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:06
잊어버리지마 (Feat. 태연), Crush, Crush & Zion.T, , Crush & Stay Tuned & Zion.T, 39443972, 32926, 2016.01.22, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 03:39
넌 is 뭔들, 마마무(Mamamoo), Dokkun (김도훈) & 이단옆차기, Dokkun (김도훈) & 문별 (마마무) & 솔라 (마마무), Dokkun (김도훈), 27777172, 19051, 2016.02.26, ㈜RBW &  Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 03:50
Why So Lonely, 원더걸스, , , , 32086916, 28489, 2016.07.05, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 03:27
I Like That, 씨스타 (Sistar), 블랙아이드필승, 블랙아이드필승, Rado, 18603347, 10790, 2016.06.21, 스타쉽 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:41
Monster, EXO, KENZIE & LDN Noise & Rodnae'Chikk' Bell, KENZIE & 딥플로우, KENZIE & LDN Noise & Rodnae'Chikk' Bell, 55943050, 66759, 2016.06.09, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:41
불타오르네 (FIRE), 방탄소년단, PDOGG & 방시혁 & RM & SUGA & Devine Channel, PDOGG & 방시혁 & RM & SUGA & Devine Channel, , 37796221, 62644, 2016.05.02, BIGHIT MUSIC, YG PLUS, 가요 / 댄스, 03:23
Why, 태연 (TAEYEON), LDN Noise & Lauren Dyson & Rodnae'Chikk' Bell, 조윤경, LDN Noise & Lauren Dyson & Rodnae'Chikk' Bell, 26575194, 32015, 2016.06.28, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:28
RE-BYE, AKMU (악뮤), 이찬혁, 이찬혁, 로빈, 17282327, 13994, 2016.05.04, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:09
리본 (Ribbon), 비스트 (Beast), , , , 13995433, 15131, 2016.07.04, 큐브 엔터테인먼트, 카카오엔터테인먼트, 가요 / R&B/소울, 03:55
너 그리고 나 (NAVILLERA), 여자친구 (GFRIEND), 임수호 & 용배, 임수호 & 용배, 임수호 & 용배, 40377936, 26533, 2016.07.11, 쏘스뮤직, 카카오엔터테인먼트, 가요 / 댄스, 03:14
한숨, 이하이, 종현 (JONGHYUN) & 위프리키, 종현 (JONGHYUN), philtre, 46224910, 53545, 2016.03.09, (주)YG엔터테인먼트, YG PLUS, 가요 / R&B/소울, 04:49
Day Day (Feat. 박재범) (Prod. by GRAY), BewhY (비와이), BewhY (비와이) & 사이먼 도미닉, , GRAY (그레이) & 사이먼 도미닉, 35964054, 25167, 2016.07.09, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:29
쏘쏘, 백아연, 김원, 백아연 & 김원 & 김은수 & 오현주, 김원 & 안수완, 22263238, 18903, 2016.05.24, (주)JYP엔터테인먼트, Dreamus, 가요 / R&B/소울, 03:33
자격지심 (Feat. 은하 of 여자친구), 박경, , , , 30371860, 25132, 2016.05.25, 세븐시즌스, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:24
이 사랑, 다비치, 한승택 & ROZ, 지훈 & 개미, 이건영, 47095349, 33151, 2016.03.03, 모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 03:47
예쁘다, 세븐틴 (SEVENTEEN), WOOZI (SEVENTEEN) & BUMZU & 원영헌 & 동네형, WOOZI (SEVENTEEN) & BUMZU & S.COUPS (SEVENTEEN) & Vernon (SEVENTEEN) & 승관 (SEVENTEEN), WOOZI (SEVENTEEN) & BUMZU & 원영헌 & 동네형, 17283803, 23219, 2016.04.25, 플레디스 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:27
Everytime, 첸 (CHEN) & 펀치 (Punch), , , , 23009912, 23311, 2016.02.25, ㈜SM엔터테인먼트 &  모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 03:09
Forever (Prod. by GRAY), BewhY (비와이), GRAY (그레이), BewhY (비와이) & 사이먼 도미닉, GRAY (그레이), 27269205, 21242, 2016.07.02, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 04:21
꿈처럼, 벤, 박우상, 소라, 박우상, 37240763, 29801, 2016.05.10, Stone Music Entertainment, 지니뮤직, OST / 드라마, 03:47
Bye bye my blue, 백예린 (Yerin Baek), , , , 40504065, 44912, 2016.06.20, (주)JYP엔터테인먼트, Dreamus, 가요 / R&B/소울, 03:24
You Are My Everything, 거미 (Gummy), 개미, 지훈 & 로코베리, 1601, 42419646, 29178, 2016.03.10, 모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 04:01
봄인가 봐 (Spring Love), 에릭남 (Eric Nam) & 웬디 (WENDY), , , , 23222819, 23282, 2016.03.04, SM ENTERTAINMENT, Dreamus, 가요 / 발라드, 03:19
Toy, 블락비 (Block B), 지코 (ZICO) & Poptime, 지코 (ZICO), 지코 (ZICO), 22971264, 22804, 2016.04.11, 세븐시즌스 &  Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 03:27
다시 너를, 매드 클라운 (Mad Clown) & 김나영, , , , 19947137, 15300, 2016.03.17, 모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 03:56
사랑이 뭔데, 서현진 & 유승우, , , , 20725457, 17267, 2016.05.17, Stone Music Entertainment, 지니뮤직, OST / 드라마, 03:33
내 입술 따뜻한 커피처럼 (Feat. 이성경) (Prod. by 박근태), 에디킴, 에디킴 & 박근태, 원태연 & 에디킴, 박근태 & 에디킴 & 뜨거운만두 & 최진석, 20884661, 16425, 2016.04.29, 미스틱엔터테인먼트, 지니뮤직 &  Stone Music Entertainment, 가요 / 발라드, 03:55
ALWAYS, 윤미래, , , , 29543303, 23380, 2016.02.18, 모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 03:25
하늘바라기 (Feat. 하림), 정은지, 이단옆차기 & 정은지 & Long Candy, , 이단옆차기 & 정은지 & Long Candy, 37172315, 31810, 2016.04.18, 플랜에이 엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:41
봄이 좋냐??, 10CM, 10CM, 10CM, 10CM & 오안 & 이윤혁, 36482587, 31371, 2016.04.01, 매직스트로베리사운드, 포크라노스, 가요 / 전체, 03:26
너무너무너무, 아이오아이 (I.O.I), 박진영, 박진영, 박진영 & 김승수 & 아르마딜로, 29782846, 20466, 2016.10.17, Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:24
말해! 뭐해?, 케이윌 (K.Will), , , , 34018884, 25865, 2016.03.18, 모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 03:37
Shut Up (Feat. 유희열), 언니쓰, 박진영 & 제시, , 박진영 & 유건형, 10318862, 11170, 2016.07.01, KBS (한국방송공사), 카카오엔터테인먼트, 가요 / 댄스, 03:11
니가 알던 내가 아냐 (Prod. by GRAY), 사이먼 도미닉 (Simon Dominic) & ONE & 지투 (G2) & BewhY, , , , 17095966, 13364, 2016.06.18, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 05:06
사랑하자, SG워너비, , , , 28257152, 19819, 2016.03.31, 모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 03:46
Rain, 태연 (TAEYEON), Matthew Tishler & Aaron Benward & Felicia Barton & Olivia Holt, 봉은영 & Mafly & 이유진, Matthew Tishler, 37267847, 40129, 2016.02.03, SM ENTERTAINMENT, Dreamus, 가요 / 발라드, 03:42
호랑나비 (Feat. Gill & 리듬파워 & 김흥국), 보이비, , , , 16203449, 11563, 2016.07.02, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:51
맘 편히 (Comfortable), 사이먼 도미닉 (Simon Dominic) & GRAY & ONE, , , , 16324827, 15118, 2016.06.25, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 04:12
구르미 그린 달빛, 거미 (Gummy), 개미, 개미, 이건영, 23307879, 16879, 2016.09.06, 모스트콘텐츠, NHN벅스, OST / 드라마, 03:59
센치해, WINNER, 사우스클럽 (South Club) & 강욱진, 사우스클럽 (South Club) & MINO (송민호) & 이승훈, 사우스클럽 (South Club) & 강욱진, 13429334, 14466, 2016.02.01, (주)YG엔터테인먼트, YG PLUS, 가요 / 발라드, 03:28
사랑이었다 (Feat. 루나 of f(x)), 지코 (ZICO), 지코 (ZICO), , 지코 (ZICO) & Poptime, 19090765, 22424, 2016.01.25, 세븐시즌스, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 04:30
니가 하면 로맨스 (Feat. 다비치), 케이윌 (K.Will), , , , 15426895, 10847, 2016.01.06, 스타쉽 엔터테인먼트, 카카오엔터테인먼트, 가요 / R&B/소울, 03:42
잠은 다 잤나봐요, 소유 (SOYOU) & 유승우, , , , 15852798, 11804, 2016.08.23, 모스트콘텐츠, NHN벅스, OST / 드라마, 03:42
puzzle, C JAMM & BewhY (비와이), , , , 23867850, 18105, 2016.08.11, 린치핀뮤직㈜, 카카오엔터테인먼트, 가요 / 랩/힙합, 04:22
Don't Cry (우리 동네 음악대장), 하현우 (국카스텐), , , , 15747285, 13359, 2016.03.13, MBC (문화방송), 주식회사 블렌딩, 가요 / 전체, 05:07
여름밤에 우린, Standing Egg (스탠딩 에그), , , , 19343087, 20569, 2016.08.03, 본(born), 카카오엔터테인먼트, 가요 / 인디, 03:26
제주도의 푸른 밤, 태연 (TAEYEON), 최성원, 최성원, 장영수, 23242640, 23140, 2016.04.12, SM ENTERTAINMENT, Dreamus, 가요 / 락, 03:23
I Miss You, 마마무(Mamamoo), Dokkun (김도훈), Dokkun (김도훈) & 황유빈 & 문별 (마마무), 이현승, 13748349, 13961, 2016.01.29, ㈜RBW &  Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, 가요 / 발라드, 04:16
너를 위해, 첸 & 백현 & 시우민 (EXO), , , , 25420787, 39500, 2016.08.25, Stone Music Entertainment &  냠냠엔터테인먼트 &  SM ENTERTAINMENT, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 03:17
Lotto, EXO, LDN Noise & Adrian Mckinnon & Rodnae'Chikk' Bell, 제이큐 (JQ) & 서림 & 조윤경 & 김민지, LDN Noise, 34084849, 51256, 2016.08.18, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:10
If You, 에일리 (Ailee), 박근태 & Jin By Jin, 최갑원, 박근태 & Jin By Jin, 21031288, 16693, 2016.08.23, YMC엔터테인먼트㈜, 카카오엔터테인먼트, 가요 / 발라드, 03:07
네 생각, 존 박, , , , 24070640, 25859, 2016.07.15, 뮤직팜, 카카오엔터테인먼트, 가요 / 발라드, 03:50
공감 (Feat. 서영은), 정준영, , , , 16700730, 14610, 2016.02.24, C9 ENTERTAINMENT, 카카오엔터테인먼트, 가요 / 발라드, 04:08
Dancing King, 유재석 & EXO, , , , 18076439, 30640, 2016.09.17, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 04:05
붐바야, BLACKPINK, TEDDY & Bekuh BOOM, TEDDY & Bekuh BOOM, TEDDY, 28566065, 21076, 2016.08.08, (주)YG엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 04:01
Dream Girls, 아이오아이 (I.O.I), Famous Bro & 강바울 (Kang Baul), Famous Bro & 임나영 & 최유정 (Weki Meki), Famous Bro & 강바울 (Kang Baul), 8772155, 7941, 2016.05.04, Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:38
빗속으로, 장범준, , , , 12240918, 8196, 2016.03.25, ㈜버스커버스커, 지니뮤직 &  Stone Music Entertainment, 가요 / 락, 02:51
야 하고 싶어 (Feat. 시우민 of EXO), 지민, , , , 10364555, 10337, 2016.03.03, FNC엔터테인먼트 &  (주)SM엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:37
사람들이 움직이는 게, AKMU (악뮤), 이찬혁, 이찬혁, 로빈, 13017595, 10776, 2016.05.04, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:23
다정하게 안녕히, 성시경, , , , 17027043, 13375, 2016.09.14, 모스트콘텐츠, NHN벅스, OST / 드라마, 03:50
그대 바람이 되어, 엠씨더맥스 (M.C the MAX), 개미, 개미 & 지훈 & 이수 (엠씨더맥스), 개미, 14772412, 9407, 2016.04.07, 모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 03:56
Lucky One, EXO, LDN Noise & 앤드류 최 & Adrian Mckinnon, 제이큐 (JQ) & 서림 & 최진선 & 장여진, LDN Noise, 25571085, 43697, 2016.06.09, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:48
우아해 (woo ah), Crush, Crush & Stay Tuned & 홍소진, Crush, Crush & Stay Tuned & 홍소진, 14046219, 12423, 2016.05.06, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 03:42
못참겠어 (Feat. 로꼬), 에릭남 (Eric Nam), , , , 9800655, 9164, 2016.07.15, Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:09
그대를 잊는다는 건, 다비치, 로코베리, 지훈 & 구지안, 베리 (Rocoberry) & 로코 (Rocoberry), 18230267, 14951, 2016.09.06, Stone Music Entertainment &  냠냠엔터테인먼트, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 03:12
Good Luck, AOA, , , , 12248622, 7949, 2016.05.16, FNC엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:07
L.I.E, EXID, , , , 11202767, 8561, 2016.06.01, 바나나컬쳐, Sony Music, 가요 / 댄스, 03:31
미친놈 (Feat. 제시), #Gun, , , , 12279626, 8750, 2016.07.09, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:32
내 옆에 그대인 걸, 다비치, 전해성, 전해성, 전해성, 17032306, 11653, 2016.10.13, Stone Music Entertainment &  B2M Entertainment, 지니뮤직, 가요 / 발라드, 03:46
Good For You, 에릭남 (Eric Nam), , , , 11332123, 14470, 2016.03.24, Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:14
어쩌면 나, 로이킴, 윤영준, 윤영준, 윤영준 & klei, 14159304, 11430, 2016.05.24, Stone Music Entertainment, 지니뮤직, OST / 드라마, 03:30
How Can I Love You, XIA (준수), , , , 13280418, 12965, 2016.04.14, 모스트콘텐츠 &  (주)뮤직앤뉴, 뮤직앤뉴, OST / 드라마, 04:20
너도 (Feat. Cha Cha Malone), 로꼬, 로꼬 & Cha Cha Malone, , 로꼬 & Cha Cha Malone & WOOGIE & 지동연, 10697623, 11020, 2016.04.05, AOMG, 카카오엔터테인먼트, 가요 / 랩/힙합, 03:31
Yum-Yum (얌얌), 7 Go Up, , , , 9077712, 6658, 2016.03.19, Stone Music Entertainment, 지니뮤직, 가요 / 댄스, 03:14
신사 ($insa), Zion.T & C JAMM & REDDY & 서출구 (Xitsuh), , , , 9292598, 7105, 2016.06.18, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 04:59
1 of 1, SHINee (샤이니), , , , 15868830, 13544, 2016.10.05, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:24
바다, 허각 & 정은지, , , , 12573551, 9215, 2016.07.21, 플랜에이 엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:29
공중도덕 (Air DoTheQ), The Quiett & 수퍼비 (SUPERBEE) & myunDo & 플로우식 (Flowsik) & Dok2, , , , 10189877, 7484, 2016.06.18, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 04:42
Don't Wanna Know (Feat. Kendrick Lamar), Maroon 5, , , , 24991080, 20371, 2016.10.14, Interscope Records, Universal Music, POP / 락, 03:35
Party Train, Redfoo (LMFAO), , , , 5797547, 5625, 2016.03.18, Party Rock Records, 워너뮤직, POP / 팝, 03:23
i hate u i love u (Feat. Olivia O'brien) (Album Ver.), Garrett Nash, , , , 7916884, 14508, 2016.03.29, :):, 워너뮤직, POP / 팝, 04:11
Up All Night, Charlie Puth, , , , 10598061, 16121, 2016.11.11, Artist Partner, 워너뮤직, POP / 팝, 03:10
Cold Water (Feat. Justin Bieber & MO), Major Lazer, , , , 13479770, 15757, 2016.07.26, Third Pardee Records LLC, 워너뮤직, POP / 일렉트로니카, 03:05
CAN'T STOP THE FEELING! (from DreamWorks Animation's 'TROLLS'), Justin Timberlake, , , , 6391866, 11434, 2016.05.06, Villa 40 &  RCA Records, Sony Music, POP / 팝, 03:56
Work from Home (Feat. Ty Dolla $ign), Fifth Harmony, , , , 4644433, 8321, 2016.05.27, Simco Ltd. Under Exclusive License To Epic Records, Sony Music, POP / 팝, 03:35
Dangerous Woman, Ariana Grande, , , , 3151942, 5038, 2016.04.01, Republic Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 팝, 03:56
24K Magic, Bruno Mars, , , , 13394849, 13840, 2016.11.18, Atlantic Records, 워너뮤직, POP / 팝, 03:46
The Greatest (Feat. Kendrick Lamar), Sia, , , , 9620636, 12975, 2016.10.22, Monkey Puzzle Records &  RCA Records, Sony Music, POP / 팝, 03:30
Greedy, Ariana Grande, , , , 5344901, 8470, 2016.04.01, Republic Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 팝, 03:35
Queen, Jeff Bernat, , , , 1338661, 1978, 2016.01.20, LIC MUSIC, 카카오엔터테인먼트, POP / 팝, 03:28
Try Everything, Shakira, , , , 4413444, 10191, 2016.02.12, Walt Disney Records, Universal Music, OST / 애니메이션/게임, 03:17
Work (Feat. Drake), Rihanna, , , , 4226682, 5668, 2016.01.29, Westbury Road Entertainment. Distributed by Roc Nation Records, Universal Music, POP / 팝, 03:39
Treat You Better, Shawn Mendes, , , , 6328961, 10328, 2016.09.23, Island Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 팝, 03:08
Don't Let Me Down (Feat. Daya), The Chainsmokers, , , , 9598236, 12807, 2016.02.05, Disruptor Records &  Columbia, Sony Music, POP / 일렉트로니카, 03:28
Drive It Like You Stole It, Sing Street, , , , 3623785, 7878, 2016.04.18, Distressed Films Limited &  under exclusive licence to Decca &  a division of Universal Music Operations Limited, Universal Music, OST / 해외영화, 03:37
Drunk in the Morning, Lukas Graham, , , , 3927548, 8434, 2016.04.01, Warner Records, 워너뮤직, POP / 팝, 03:23
Alive, Sia, , , , 3428899, 5045, 2016.01.29, Monkey Puzzle Records &  Under Exclusive License To RCA Records, Sony Music, POP / 팝, 04:24
Go Now (영화 '싱 스트리트' 삽입곡), Adam Levine, , , , 1357611, 3014, 2016.07.08, Distressed Films Limited, Universal Music, POP / 팝, 03:53
Up, Sing Street, , , , 1955682, 3909, 2016.04.18, Distressed Films Limited &  under exclusive licence to Decca &  a division of Universal Music Operations Limited, Universal Music, OST / 해외영화, 02:44
Here, Alessia Cara, , , , 3223153, 7866, 2016.03.21, Universal Music Ltd., Universal Music, POP / 락, 03:20
Hymn For The Weekend (Seeb Remix), Coldplay, , , , 12535195, 17116, 2016.05.20, Parlophone UK, 워너뮤직, POP / 일렉트로니카, 03:33
We Wanna Party (Feat. Savage) (Extended Mix), TJR, , , , 6623945, 8250, 2016.03.22, Spinnin' Records, 워너뮤직, POP / 일렉트로니카, 03:16
Marvin Gaye (Feat. Meghan Trainor), Charlie Puth, , , , 11937269, 18215, 2016.11.11, Artist Partner, 워너뮤직, POP / 팝, 03:10
In The Name Of Love, Martin Garrix & Bebe Rexha, , , , 4950335, 8656, 2016.07.29, STMPD RCRDS B.V. Exclusively Licensed To Epic Amsterdam &  A Divison Of Sony Music Entertainment Netherlands B.V, Sony Music, POP / 일렉트로니카, 03:16
FOOLS, Troye Sivan, , , , 3273156, 5882, 2016.01.23, Universal Music Australia Pty Ltd., Universal Music, POP / 팝, 03:41
Aftershock (Feat. Jacquie Lee), Cash Cash, , , , 2378734, 3935, 2016.02.05, Big Beat Records, 워너뮤직, POP / 일렉트로니카, 03:25
To Find You, Sing Street, , , , 2352303, 4513, 2016.04.18, Distressed Films Limited &  under exclusive licence to Decca &  a division of Universal Music Operations Limited, Universal Music, OST / 해외영화, 03:20
One Dance (Feat. WizKid & Kyla), Drake, , , , 1923221, 3355, 2016.05.06, Young Money Entertainment &  Cash Money Records, Universal Music, POP / 랩/힙합, 02:54
Sucker For Pain (With Logic & Ty Dolla $ign & X Ambassadors), Lil Wayne & Wiz Khalifa & Imagine Dragons, , , , 1704223, 3440, 2016.08.06, Atlantic Records, 워너뮤직, OST / 해외영화, 04:04
Left Right Left, Charlie Puth, , , , 6522229, 11516, 2016.11.11, Artist Partner, 워너뮤직, POP / 팝, 03:26
Heathens, Twenty One Pilots, , , , 1507231, 3306, 2016.08.06, Atlantic Records, 워너뮤직, OST / 해외영화, 03:16
Let Me Love You (Feat. Lil Wayne), Ariana Grande, , , , 1290586, 2157, 2016.04.01, Republic Records &  a division of UMG Recordings &  Inc., Universal Music, POP / 팝, 03:44
