곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
Excitant, Nel Swerts, , , , 52, , 2022.11.04, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:33
Traditional : Auld Lang Syne (Arr. Knigge for Sopranino Recorder), Lucie Horsch, , , , 75, , 2022.11.04, Universal Music Operations Limited, Universal Music, 클래식 / 관현악, 03:22
For A Moment, Isobel Waller-Bridge & 12 ensemble, , , , 50, , 2022.11.04, Universal Music Operations Limited, Universal Music, 클래식 / 크로스오버, 02:36
Crepuscule, Dario Crisman, , , , 48, , 2022.11.04, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:48
Der man ferder over, Sofie Kristiansen, , , , 48, , 2022.11.04, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:08
Unstoppable, The Piano Guys, , , , 63, 5, 2022.11.04, The Piano Guys, Universal Music, 클래식 / 크로스오버, 02:31
Schumann : Symphony No.1 In B-Flat Major Op.38 'Spring' - I. Andante Un Poco Maestoso - Allegro Molto Vivace ［Re-Orchestrated By G. Mahler］ (슈만 : 교향곡 1번 내림나장조 작품번호 38 '봄' - 1악장 ［말러의 관현악 편곡］), Marin Alsop & ORF Vienna Radio Symphony Orchestra, , , , 96, , 2022.11.04, NAXOS, NAXOS, 클래식 / 교향곡, 11:23
Smyth : String Quartet In E Minor - I. Allegretto Lirico (스미스 : 현악 4중주 마단조 - 1악장), Villiers Quartet, , , , 86, , 2022.11.04, NAXOS, NAXOS, 클래식 / 실내악, 12:44
Meyerbeer : Der Fischer Und Das Milchmadchen Oder Viel Larm Um Einen Kuss - Ouverture, Dario Salvi & Czech Chamber Philharmonic Orchestra Pardubice, , , , 41, , 2022.11.04, NAXOS, NAXOS, 클래식 / 관현악, 03:39
J.S. Bach : Goldberg Variations BWV 988 - Aria (J.S. 바흐 : 골드베르크 변주곡 - 아리아), Andre Parfenov, , , , 56, , 2022.11.04, NAXOS, NAXOS, 클래식 / 독주곡, 01:56
Massenet : Écoute-moi Madeleine, Marie-Nicole Lemieux & Olivier Godin, , , , 30, , 2022.11.04, ATMA Classique, Universal Music, 클래식 / 관현악, 04:39
Martin : Trio sur des mélodies populaires irlandaises - I. Allegro moderato, Trio Imàge, , , , 29, , 2022.11.04, Südwestrundfunk &  Deutsche Grammophon GmbH, Universal Music, 클래식 / 관현악, 04:52
Schumann : Symphony No. 1 in B Flat Major Op. 38 'Spring' - I. Andante un poco maestoso - Allegro molto vivace, Daniel Barenboim & Staatskapelle Berlin, , , , 56, , 2022.11.04, Daniel Barenboim, Universal Music, 클래식 / 관현악, 11:14
Traditional : Gabriel's Message, Sheku Kanneh-Mason, , , , 52, 2, 2022.11.04, Universal Music Operations Limited, Universal Music, 클래식 / 크로스오버, 02:34
Ponce : 2 Canciones Mexicanas - II. Estrellita (Arr. Garrett / van der Heijden for Violin and Orchestra), David Garrett & Franck van der Heijden & Orchestra the Prezent, , , , 43, , 2022.11.04, David Garrett, Universal Music, 클래식 / 관현악, 02:49
String Quartet no. 1 Moderato - Allegro, Ted Runcie, , , , 29, , 2022.11.04, Akashic Classics, Universal Music, 클래식 / 크로스오버, 08:24
Somewhere In My Memory (from 'Home Alone'), Elliott Jacques, , , , 30, , 2022.11.04, Decca Records US &  A Division Of UMG Recordings Inc, Universal Music, 클래식 / 크로스오버, 03:06
At The Coast, Douwe Eisenga, , , , 23, , 2022.11.04, Butler Records, 오차드, 클래식 / 관현악, 01:47
Why Are You So Silent, THOMAS ENGER, , , , 16, , 2022.11.04, Thomas Enger Records, 오차드, 클래식 / 관현악, 04:28
Ethereal, Periklis Biskinis, , , , 20, , 2022.11.04, Pexe Records, 오차드, 클래식 / 관현악, 02:34
From the beginning, Arash Fallahi, , , , 19, , 2022.11.04, EMGE, 오차드, 클래식 / 관현악, 01:42
Somebody to Love, Chess Taylor, , , , 15, , 2022.11.04, Uniq Artists, 오차드, 클래식 / 관현악, 03:24
Threnodi for clarinet and organ, Frederik Magle & Peter Ettrup Larsen, , , , 14, , 2022.11.04, Frederik Magle Music, 오차드, 클래식 / 관현악, 06:20
I Was Born Then Burnt, Blake Ewing, , , , 12, , 2022.11.04, Forthwest Music, 오차드, 클래식 / 관현악, 01:28
Anna's Hummingbird, Wings for Louise, , , , 16, , 2022.11.04, ExoPAC Recordings, 오차드, 클래식 / 관현악, 02:52
The Angel Gabriel, The Ebor Singers & Paul Gameson, , , , 14, , 2022.11.04, Resonus Classics, 오차드, 클래식 / 관현악, 03:29
O Oriens, Somerville College Choir &  Oxford & Will Dawes, , , , 14, , 2022.11.04, Resonus Classics, 오차드, 클래식 / 관현악, 04:01
Rat, Michel Haspeslagh, , , , 11, , 2022.11.04, ExoPAC Recordings, 오차드, 클래식 / 관현악, 01:45
cascades, Goldbaek, , , , 23, , 2022.11.04, Masterworks, Sony Music, 클래식 / 크로스오버, 02:20
Concerto grosso in G Minor Op. 6 No. 8 'Christmas Concerto' : I. Vivace (Arr. for Recorder Strings & Continuo by Dorothee Oberlinger), Dorothee Oberlinger, , , , 13, , 2022.11.04, deutsche harmonia mundi, Sony Music, 클래식 / 관현악, 00:14
Italienisches Bilderbuch : Die Christnacht (Teil 1), Matthias Brandt, , , , 13, , 2022.11.04, deutsche harmonia mundi, Sony Music, 클래식 / 관현악, 02:26
Double Concerto in A Minor Op. 102 : I. Allegro, Anne-Sophie Mutter & Pablo Ferrández & Manfred Honeck & Czech Philharmonic, , , , 34, , 2022.11.04, Sony Classical, Sony Music, 클래식 / 관현악, 18:24
Symphonie Fantastique Op. 14 : I. Reveries : Passions (Remastered), Charles Munch, , , , 13, , 2022.11.04, Sony Classical, Sony Music, 클래식 / 관현악, 13:23
Vivaldi Variation (Arr. for Piano from Concerto for Strings in G Minor RV 156), Florian Christl, , , , 9, , 2022.11.04, Sony Classical &  Sony Music, Sony Music, 클래식 / 관현악, 01:55
The Nutcracker Op. 71/TH14 : Act II : Coffee : Arabian Dance, Kristjan Jarvi & Baltic Sea Philharmonic, , , , 13, , 2022.11.04, Sony Classical &  Sony Music, Sony Music, 클래식 / 관현악, 03:42
Violin Concerto No. 2 BB 117 : I. Allegro non troppo, Lee Jong Eun, , , , 19, , 2022.11.04, Vienna Consulting, Sony Music, 클래식 / 관현악, 16:55
Violin Concerto in D Major : I Allegro ma non troppo, Lee Jong Eun, , , , 20, , 2022.11.04, Vienna Consulting, Sony Music, 클래식 / 관현악, 25:20
Parallel Stories, Piano Novel, , , , 10, , 2022.11.04, Masterworks, Sony Music, 클래식 / 관현악, 03:50
A Liberace Christmas, Chloe Flower, , , , 23, 1, 2022.11.04, Masterworks, Sony Music, 클래식 / 크로스오버, 04:03
The Christmas Tree, Alexis Ffrench, , , , 74, 3, 2022.11.04, Sony Classical, Sony Music, 클래식 / 크로스오버, 02:56
Empire of Angels (Live), Two Steps From Hell & Thomas Bergersen, , , , 21, , 2022.11.04, Sony Classical &  Sony Music, Sony Music, 클래식 / 크로스오버, 06:41
Dune : Paul's Dream (Live), Hans Zimmer & The Disruptive Collective, , , , 34, 2, 2022.11.04, Sony Classical &  Sony Music, Sony Music, 클래식 / 크로스오버, 05:29
One Day : Piano Suite, Rachel Portman, , , , 18, , 2022.11.04, Sony Classical &  Sony Music, Sony Music, 클래식 / 크로스오버, 03:54
Air Variation (From Orchestral Suite No. 3 BWV 1068 Arr. for Piano and Cello by Svetoslav Karparov), Gabriele Bagnati & Raphaela Gromes, , , , 7, , 2022.11.04, Masterworks &  Sony Music, Sony Music, 클래식 / 관현악, 02:39
Piano Concerto N. 5 in Eb major 'Emperor' Op. 73 : I. Allegro (Live), Gloria Campaner, , , , 4, , 2022.11.03, Sony Classical, Sony Music, 클래식 / 관현악, 19:55
Gagnon : La romance du vin (arr. for Two Pianos and Cello by Anthony Rozankovic), Dominique Côté & Esther Gonthier & Rosalie Asselin & Chloe Dominguez, , , , 53, , 2022.11.03, ATMA Classique, Universal Music, 클래식 / 관현악, 03:36
Gagnon : Beaudelaire a tué son sourire (arr. for Two Pianos and Cello by Anthony Rozankovic), Kathleen Fortin & Marc Hervieux & Esther Gonthier & Rosalie Asselin & Chloe Dominguez, , , , 36, , 2022.11.03, ATMA Classique, Universal Music, 클래식 / 관현악, 05:39
Gagnon : Dors Émile dors (arr. for Two Pianos and Cello by Anthony Rozankovic), Marc Hervieux & Esther Gonthier & Rosalie Asselin & Chloe Dominguez, , , , 34, , 2022.11.03, ATMA Classique, Universal Music, 클래식 / 관현악, 04:17
The First Touch, Comet Blue, , , , 45, , 2022.11.03, Cost Plus Creative B.V., 오차드, 클래식 / 관현악, 02:47
Arabesk, Sheisa Buraku, , , , 43, , 2022.11.03, Cost Plus Creative B.V., 오차드, 클래식 / 관현악, 02:45
Follow Him, Waltzin, , , , 41, , 2022.11.03, Cost Plus Creative B.V., 오차드, 클래식 / 관현악, 02:29
Les vêspres siciliennes, Corrado Giuffredi & Leonora Armellini, , , , 22, , 2022.11.02, Sony Classical, Sony Music, 클래식 / 관현악, 02:37
Opening Scene, Jef Martens, , , , 141, 0, 2022.11.02, Cost Plus Creative B.V., 오차드, 클래식 / 관현악, 01:31
Humoresque Op.101 No.7 (arr. Cho Yoonseung), 대니 구, , 조윤성, , 6903, 16, 2022.11.02, 워너뮤직코리아(주), 워너뮤직, 클래식 / 독주곡, 05:15
Mozart : Violin Sonata in E Minor K. 304 - II. Tempo di minuetto, Gianluca Cascioli & Sayaka Shoji, , , , 111, , 2022.11.02, UNIVERSAL MUSIC LLC., Universal Music, 클래식 / 관현악, 05:15
A Quiet Place, Dan Evmark, , , , 244, , 2022.11.01, Naxos Sweden - Carpe Diem, 오차드, 클래식 / 관현악, 03:30
Les Nuits d'été Op. 7 : No. 1 Villanelle (Feat. Michael Spyres), Orchestre philharmonique de Strasbourg & John Nelson, , , , 102, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 02:37
Il barbiere di Siviglia Act 2 : 'Contro un cor che accende amore' (Rosina Count Almaviva) (Feat. Luigi Alva), Maria Callas, , , , 124, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 05:55
Lukas-Passion SWV 480 : Introitus. 'Das Leiden unsers Herren Jesu Christi' (Feat. Monteverdi-Chor Hamburg), Jurgen Jurgens, , , , 118, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 01:14
Pavane pour une infante défunte M. 19, Walter Gieseking, , , , 115, 1, 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 06:00
12 Études Op. 25 : No. 11 in A Minor 'Winter Wind', Claudio Arrau, , , , 115, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 03:39
Adiós Nonino, Daniel Barenboim, , , , 132, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 04:00
Piano Concerto No. 3 in C Minor Op. 37 : I. Allegro con brio (Streaming Ver.), Claudio Arrau, , , , 371, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 16:49
Di Verde E Di Fuxia, bzur, , , , 268, , 2022.10.28, Andante Piano, 워너뮤직, 클래식 / 관현악, 01:44
Violin Concerto No. 3 in G Major K. 216 : II. Adagio (Cadenza by Beyer), Frank Peter Zimmermann, , , , 121, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 08:56
World In Union, Ellen Williams, , , , 217, 1, 2022.10.28, Karma Creative Services Ltd &  ADA, 워너뮤직, 클래식 / 관현악, 04:16
Come Little Children, Laura Christie Wall, , , , 228, 1, 2022.10.28, Piano And Nature, 워너뮤직, 클래식 / 관현악, 02:13
Piano Concerto No. 23 in A Major K. 488 : II. Andante, Daniel Barenboim, , , , 92, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 07:21
My Heart Will Go On (From 'Titanic'), Danish National Symphony Orchestra, , , , 215, , 2022.10.28, EuroArts Music International, 워너뮤직, 클래식 / 관현악, 05:20
White Butterfly, Jeroen Granneman, , , , 192, 1, 2022.10.28, JKMC Label Services, 워너뮤직, 클래식 / 관현악, 02:34
Piano Sonata No. 20 in A Major D. 959 : II. Andantino, Eric Lu, , , , 183, , 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 09:29
Tiefschlaf, Elias Kiefer, , , , 185, , 2022.10.28, Andante Piano, 워너뮤직, 클래식 / 관현악, 02:17
Montania, I TRAVEL LIGHT, , , , 162, , 2022.10.28, MOON TUNES, 워너뮤직, 클래식 / 관현악, 03:10
Deserted, Sacha Hoedemaker, , , , 161, , 2022.10.28, Sacha Hoedemaker, 워너뮤직, 클래식 / 관현악, 03:27
The Night, Elias Braun, , , , 157, , 2022.10.28, Andante Piano, 워너뮤직, 클래식 / 관현악, 02:36
Places of Sounds and Words for Soprano Ensemble and Electronics (2014) : VII. I Only See Forms, Elisabeth Holmertz & Cikada, , , , 153, 1, 2022.10.28, LAWO Classics, 오차드, 클래식 / 관현악, 05:23
Trumpet Concerto in E-Flat Major WoO 1 : II. Andante, Lucienne Renaudin Vary, , , , 144, 1, 2022.10.28, Warner Classics, 워너뮤직, 클래식 / 관현악, 05:03
Chimera, Yonder, , , , 142, , 2022.10.28, MOON TUNES, 워너뮤직, 클래식 / 관현악, 03:41
The Holly and the Ivy, The Choir of Trinity College &  Cambridge & Richard Marlow, , , , 196, , 2022.10.28, Sony Classical, Sony Music, 클래식 / 관현악, 02:57
Shostakovich : Piano Concerto No.1 In C Minor Op.35 - I. Allegro Moderato ［With Expanded Trumpet Part By T. Dokshizer And P. Merkelo］ (쇼스타코비치 : 피아노 협주곡 1번 다단조 작품번호 35 - 1악장 ［트럼펫 부분 확장판］), Paul Merkelo & Russian National Orchestra & Hans Graf & 조재혁 (Jae-Hyuck Cho), , , , 236, , 2022.10.28, NAXOS, NAXOS, 클래식 / 협주곡, 06:13
Castiglioni : Piano Sonatina In G Major - I. Allegretto, Aldo Orvieto, , , , 182, , 2022.10.28, Grand Piano, NAXOS, 클래식 / 독주곡, 03:27
Foerster : Symphony No.1 In D Minor Op.9 - IV. Allegro Energico (푀르스터 : 교향곡 1번 라단조 작품번호 9 - 4악장), Marek Stilec & Janacek Philharmonic Orchestra, , , , 122, , 2022.10.28, NAXOS, NAXOS, 클래식 / 관현악, 08:55
Rodriguez : Xochiquetzal - V. Xochiquetzal's Gifts Of Music And Dance, Nicholas Kitchen & New England Conservatory Percussion Ensemble, , , , 160, , 2022.10.28, NAXOS, NAXOS, 클래식 / 협주곡, 05:36
J.S. Bach : Brandenburg Concerto No.3 In G Major BWV 1048 - I. ［Allegro］ ［Arr. H. Stampa And J. Stibal For Guitar Sextet］ (J.S. 바흐 : 브란덴부르크 협주곡 3번 사장조 BWV 1048 - 1악장 ［기타 6중주를 위한 편곡］), Guitarra a Seis, , , , 306, , 2022.10.28, NAXOS, NAXOS, 클래식 / 실내악, 05:39
Wagner : Tristan und Isolde WWV 90 / Act II - Einsam wachend in der Nacht, Jessye Norman & Thomas Moser & Gewandhausorchester & Kurt Masur, , , , 180, , 2022.10.28, Universal Music Operations Limited, Universal Music, 클래식 / 관현악, 03:55
Traditional : We Wish You A Merry Christmas, Tanglewood Festival Chorus & The Boston Pops Orchestra & John Williams, , , , 188, , 2022.10.28, Universal Music Operations Limited, Universal Music, 클래식 / 크로스오버, 01:57
Acorn, Hiroco.M, , , , 226, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:11
Last Christmas (Lambert Rework), Lambert, , , , 217, 1, 2022.10.28, Universal Music Operations Limited, Universal Music, 클래식 / 크로스오버, 03:01
Blink, Michiel Borstlap, , , , 191, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:32
Align, Leonardo Cupelli, , , , 190, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:30
Sorrosal, Francois Loeb, , , , 193, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 01:54
Gauntlett : Once in Royal David's City (Arr. Cleobury) (Orch. Morgan/Pochin), Choir of King's College &  Cambridge & Robin Barter & David Briggs & Stephen Cleobury & Royal Philharmonic Orchestra & James Morgan, , , , 178, , 2022.10.28, Universal Music Operations Limited, Universal Music, 클래식 / 관현악, 04:28
Emerald, Franco Robert, , , , 148, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:02
Flowers In Snow, Sophie Hutchings, , , , 164, , 2022.10.28, Universal Music Operations Limited, Universal Music, 클래식 / 크로스오버, 02:28
One Little White Lie, Hoshiko Yamane, , , , 144, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:58
Polite, Lorenzo Balzotti, , , , 152, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:25
Time After Time (Reimagined), Javi Lobe & Carlos Hof, , , , 122, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:20
Come As You Are, Redi Hasa, , , , 133, 1, 2022.10.28, Ponderosa Music Records, Universal Music, 클래식 / 크로스오버, 03:59
solitude, Jonas Hoffmann, , , , 120, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:12
Time Will Tell, Patrick Hamilton & Nel Swerts, , , , 119, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:28
Warlock : Bethlehem Down, Benjamin Grosvenor, , , , 159, , 2022.10.28, Universal Music Operations Limited, Universal Music, 클래식 / 관현악, 02:54
Wagner : Die Walküre WWV 86B / Act III - Hojotoho! Heiaha! (Ride of the Valkyries) (Edit / Remastered 2022), Vera Schlosser & Berit Lindholm & Brigitte Fassbaender & Helen Watts & Helga Dernesch & Vera Little & Claudia Hellmann & Marilyn Tyler & Wiener Philharmoniker & Sir Georg Solti, , , , 136, , 2022.10.28, Universal Music Operations Limited, Universal Music, 클래식 / 관현악, 06:24
Moksha, Jozef De Schutter & Lemos, , , , 117, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 02:30
Dans la nuit, Library Tapes & Matti Bye, , , , 111, , 2022.10.28, 1631 Recordings AB, Universal Music, 클래식 / 크로스오버, 01:56
Ben-Haim : Symphony No. 1 - I. Allegro energico, Israel Philharmonic Orchestra & Lahav Shani, , , , 88, , 2022.10.28, Deutsche Grammophon GmbH &  Berlin, Universal Music, 클래식 / 관현악, 10:10
Massenet : Je t'aime, Marie-Nicole Lemieux & Olivier Godin, , , , 97, , 2022.10.28, ATMA Classique, Universal Music, 클래식 / 관현악, 02:01
Schubert : Die schöne Müllerin Op. 25 D. 795 - No. 10 Tränenregen (Orch. Webern) (Live), Thomas Quasthoff & Verbier Festival Orchestra & Christoph von Dohnányi, , , , 102, , 2022.10.28, Verbier Festival Gold, Universal Music, 클래식 / 관현악, 03:59
The Croak (Feat. Steiney Sigurðardóttir), Gabriel Olafs, , , , 106, , 2022.10.28, One Little Independent Limited, Universal Music, 클래식 / 크로스오버, 02:34
Massenet : Poème d'hiver - I. Prélude - C'est au temps de la chrysanthème / II. Mon cœur est plein de toi, Jean-François Lapointe & Olivier Godin, , , , 95, , 2022.10.28, ATMA Classique, Universal Music, 클래식 / 관현악, 05:58
Debussy : 3 Ballades de François Villon L. 119 - No. 1 Ballade de Villon à s'amye, Dietrich Fischer-Dieskau & Karl Engel, , , , 98, , 2022.10.28, Deutsche Grammophon GmbH &  Berlin, Universal Music, 클래식 / 관현악, 04:39
Debussy : 3 Ballades de François Villon L. 119 - No. 1 Ballade de Villon à s'amye, Dietrich Fischer-Dieskau & Daniel Barenboim & Orchestre De Paris, , , , 88, , 2022.10.28, Deutsche Grammophon GmbH &  Berlin, Universal Music, 클래식 / 관현악, 04:40
Massenet : Avril est amoureux, Michèle Losier & Olivier Godin, , , , 85, , 2022.10.28, ATMA Classique, Universal Music, 클래식 / 관현악, 02:33
Grünfeld : Paraphrase über den Frühlingsstimmen Walzer Op. 57, Rudolf Buchbinder, , , , 92, 1, 2022.10.28, Deutsche Grammophon GmbH &  Berlin, Universal Music, 클래식 / 관현악, 06:19
Massenet : Rêverie sentimentale, Sophie Naubert & Olivier Godin, , , , 49, , 2022.10.28, ATMA Classique, Universal Music, 클래식 / 관현악, 02:36
J.S. Bach : Nun komm der Heiden Heiland BWV 659 (Adapt. Frey for Oboe and Harpsichord) (Musical Moments), Albrecht Mayer & Vital Julian Frey, , , , 81, , 2022.10.28, Deutsche Grammophon GmbH &  Berlin, Universal Music, 클래식 / 관현악, 03:48
Schubert : Schwanengesang D. 957 - No 9 Ihr Bild, Dietrich Fischer-Dieskau & Unknown, , , , 56, , 2022.10.28, Deutsche Grammophon GmbH &  Berlin, Universal Music, 클래식 / 관현악, 03:34
Massenet : Les belles de nuit, Magali Simard-Galdès & Olivier Godin, , , , 52, , 2022.10.28, ATMA Classique, Universal Music, 클래식 / 관현악, 01:57
Beethoven : Cello Sonata No. 1 in F Major Op. 5 No. 1 - I. Adagio sostenuto (2022 remix), Yegor Dyachkov & Jean Saulnier, , , , 49, , 2022.10.28, ATMA Classique, Universal Music, 클래식 / 관현악, 02:48
BRIGHT COLORS (Re-Recording Ver.) (Qunimune Remix), SW!CH, , , , 3, 1, 2022.11.07, Lonesome Record, (주)뮤직카로마, J-POP / 팝, 04:52
Bluestar, Sakurashimeji, , , , 2, , 2022.11.07, SDR Inc., (주)뮤직카로마, J-POP / 팝, 04:36
Good Day, ONE N' ONLY, , , , 2, , 2022.11.07, SDR Inc., (주)뮤직카로마, J-POP / 팝, 03:21
So Slowly, I Saw You Yesterday, , , , 5, , 2022.11.07, ISYY | SPACE SHOWER MUSIC, (주)뮤직카로마, J-POP / 락, 04:46
Beer (Secret Track), Soma Saito, , , , 2, , 2022.11.07, Sony Music Labels Inc., Sony Music, J-POP / 락, 04:57
Perfect! Your Love, Yoko Kuzuya, , , , 1, , 2022.11.07, Sony Music Labels Inc., Sony Music, J-POP / 팝, 03:45
BARARAIKA, Happy Around!, , , , 7, , 2022.11.06, Bushiroad Music, (주)씨앤엘뮤직, J-POP / 팝, 04:02
